Unit Type,Data Storage,
Master Unit,MB,
Unit Name,Conversion Value,Notes
Bit,8388608,
Byte,1048576,
Gbit,0.00781,
GB,9.77E-04,
kbit,8192,
kB,1024,
Mbit,8,
Tbit,7.63E-06,
TB,9.54E-18,
block,2.05E+03,
Double Word,262144,
Nibble,2097152,
Word,524288,
