Unit Type,Torque,
Master Unit,N-m,
Unit Name,Conversion Value,Notes
kN-m,0.001,
lb-ft,0.73756,
lb-in,8.85075,
dyn-cm,10000000,
dyn-m,100000,
dyn-mm,100000000,
g-cm,10197.16213,
g-m,101.97162,
g-mm,101971.6213,
kg-cm,10.19716,
kg-m,0.10197,
kg-mm,101.97162,
N-cm,100,
N-mm,1000,
oz-ft,11.80099,
oz-in,141.61193,
